True	0	0.0	0.0
False	25	24.828125	700.0
False	22	25.9375	683.75
False	24	27.140625	680.75
False	17	28.171875	686.25
False	21	29.1875	716.75
False	25	30.296875	715.75
False	29	31.46875	706.75
False	27	32.609375	698.25
False	22	33.703125	689.5
False	21	34.796875	690.5
False	21	35.875	700.5
False	24	37.0	705.5
False	26	38.21875	711.5
False	24	39.203125	717.25
False	22	40.3125	722.5
False	22	41.46875	727.75
False	24	42.421875	791.0
False	16	43.484375	818.25
False	13	44.453125	835.75
False	17	45.609375	843.5
False	18	46.671875	851.25
False	16	47.734375	865.75
False	14	48.8125	879.25
False	16	49.921875	886.5
False	16	50.96875	903.5
False	13	52.109375	920.25
False	14	53.15625	940.25
False	14	54.25	950.75
False	14	55.328125	968.75
False	15	56.484375	984.0
False	14	57.515625	1003.75
False	12	58.546875	1074.25
False	12	59.5625	1090.5
False	11	60.578125	1110.75
False	14	61.6875	1125.5
False	13	62.828125	1148.75
False	11	63.890625	1164.5
False	12	64.953125	1207.5
False	13	66.015625	1232.25
False	11	67.0625	1254.25
False	12	68.140625	1301.0
False	11	69.203125	1344.25
False	11	70.25	1386.0
False	10	71.390625	1422.0
False	11	72.46875	1471.0
False	13	73.5625	1506.5
False	10	74.546875	1582.0
False	12	75.625	1648.0
False	13	76.671875	1722.75
False	10	77.8125	1796.0
False	10	78.859375	1889.75
False	11	79.890625	1994.5
False	10	88.296875	0.0
False	15	89.40625	0.0
False	16	82.796875	4222.25
False	16	83.890625	4200.0
False	15	85.015625	4180.25
False	15	86.109375	4163.25
False	18	88.859375	757.0
False	29	90.09375	711.5
False	32	91.171875	704.5
False	31	92.328125	694.75
False	29	93.46875	689.0
False	25	94.546875	685.25
False	23	95.546875	685.75
False	15	96.5625	707.5
False	22	97.75	679.75
False	23	98.921875	663.0
False	25	100.0625	654.5
False	32	101.234375	645.0
False	32	102.328125	642.75
False	26	103.46875	641.5
False	19	104.5	644.0
False	19	105.75	644.75
False	22	106.71875	649.0
False	27	107.9375	647.25
False	28	108.96875	651.25
False	30	109.859375	655.0
False	21	111.015625	658.5
False	10	112.03125	660.0
False	0	119.015625	0.0
False	29	114.28125	671.25
False	32	115.4375	674.75
False	28	116.40625	678.5
False	26	117.46875	681.5
False	23	118.625	687.0
False	20	119.734375	704.0
False	12	120.6875	746.0
False	23	121.765625	755.75
False	31	122.90625	748.0
False	32	123.921875	749.0
False	16	125.0	769.5
False	13	126.109375	791.5
False	0	133.296875	0.0
False	0	134.390625	0.0
False	17	135.5	0.0
False	17	129.015625	3530.75
False	15	130.09375	3565.75
False	14	131.203125	3599.0
False	14	132.3125	3651.25
False	12	133.390625	3699.0
False	13	134.5	3757.5
False	13	135.578125	3820.25
False	14	136.65625	3886.5
False	14	137.765625	3929.75
False	14	138.859375	3986.5
False	15	139.9375	4039.0
False	15	141.03125	4110.0
False	13	142.140625	4134.5
False	14	143.234375	4223.0
False	12	144.328125	4294.0
False	12	145.421875	4385.25
False	0	154.1875	0.0
False	0	155.28125	0.0
False	0	156.375	0.0
False	11	149.734375	5857.5
False	10	150.828125	5578.75
False	13	151.953125	5273.25
False	11	153.046875	5225.0
False	10	154.140625	5302.5
False	9	155.390625	3364.75
False	14	156.609375	2542.0
False	18	157.71875	2591.25
False	15	158.796875	2631.25
False	16	159.875	2680.5
False	10	160.96875	2766.25
False	0	169.515625	0.0
False	0	170.609375	0.0
False	9	164.203125	3099.0
False	11	165.3125	3040.0
False	14	166.375	3029.5
False	13	167.484375	2994.0
False	9	171.53125	416.75
False	9	173.09375	400.25
False	10	173.828125	403.5
False	9	175.09375	394.25
False	10	176.484375	390.0
False	10	177.171875	386.75
False	12	178.484375	379.75
False	11	179.515625	373.75
False	12	180.90625	372.0
False	10	182.359375	367.75
False	0	187.15625	0.0
False	0	188.265625	0.0
False	0	189.359375	0.0
False	0	190.46875	0.0
False	0	191.5625	0.0
False	0	192.65625	0.0
False	0	193.765625	0.0
