True	17	51.9375	0.0
False	10	110.59375	0.0
False	19	104.53125	1749.5
False	20	105.59375	1746.25
False	13	106.6875	1799.5
False	13	107.84375	1681.25
False	12	108.9375	1681.0
False	0	117.1875	0.0
False	16	110.75	3103.25
False	15	111.875	3122.25
False	15	112.953125	3141.25
False	16	114.046875	3157.0
False	17	115.125	3181.25
False	17	116.21875	3193.0
False	18	117.3125	3213.75
False	18	118.421875	3238.75
False	17	119.53125	3274.75
False	17	120.609375	3286.25
False	17	121.71875	3305.5
False	18	122.8125	3343.25
False	16	123.890625	3366.0
False	16	125.015625	3403.25
False	16	126.09375	3443.75
False	16	127.171875	3479.0
False	17	128.265625	3510.0
False	16	129.375	3530.75
False	14	130.453125	3586.5
False	14	131.546875	3641.5
False	14	132.671875	3664.25
False	13	133.734375	3722.0
False	13	134.84375	3774.0
False	14	135.921875	3830.5
False	13	137.015625	3899.0
False	14	138.109375	3940.5
False	14	139.203125	4005.0
False	14	140.296875	4068.0
False	13	141.390625	4099.0
False	12	142.46875	4187.75
False	14	143.59375	4265.75
False	12	144.65625	4342.75
False	12	145.765625	4427.75
False	0	154.53125	0.0
False	0	155.625	0.0
False	10	148.984375	5953.5
False	0	157.8125	0.0
False	11	151.1875	5503.0
False	11	152.296875	5240.5
False	11	153.40625	5222.25
False	10	154.53125	5345.5
False	10	155.796875	3318.75
False	9	156.890625	3285.25
False	15	158.109375	2600.75
False	14	159.21875	2641.0
False	0	167.75	0.0
False	12	161.375	2820.25
False	10	162.421875	3117.25
False	0	171.0625	0.0
False	12	164.640625	3050.75
False	12	165.734375	3041.0
False	14	166.84375	3032.0
False	0	175.453125	0.0
False	10	172.265625	414.5
False	10	173.28125	406.5
False	10	174.421875	401.5
False	9	175.84375	393.0
False	10	176.640625	388.5
False	11	177.75	383.25
False	11	179.078125	377.25
False	10	180.0625	374.75
False	11	181.234375	370.5
False	12	182.703125	367.0
False	0	187.59375	0.0
False	0	188.703125	0.0
False	0	189.796875	0.0
False	0	190.90625	0.0
False	0	192.0	0.0
False	0	193.109375	0.0
False	0	194.203125	0.0
False	0	195.3125	0.0
False	0	196.40625	0.0
False	0	197.515625	0.0
False	0	198.625	0.0
False	11	197.8125	259.75
False	10	198.75	256.0
False	12	200.015625	263.0
False	0	203.015625	0.0
False	12	202.78125	262.5
False	0	205.234375	0.0
False	0	206.328125	0.0
False	0	207.4375	0.0
False	0	208.53125	0.0
False	0	209.640625	0.0
False	0	210.78125	0.0
False	0	211.890625	0.0
False	0	213.0	0.0
False	0	214.109375	0.0
False	0	215.203125	0.0
False	0	216.3125	0.0
False	0	217.40625	0.0
False	0	218.515625	0.0
False	0	219.625	0.0
False	0	220.71875	0.0
False	0	221.828125	0.0
False	0	222.9375	0.0
False	0	224.046875	0.0
False	0	225.140625	0.0
False	12	219.640625	1060.5
False	12	227.609375	130.75
False	13	230.25	132.25
False	12	224.125	553.5
False	0	230.65625	0.0
False	0	231.765625	0.0
False	11	228.375	438.5
False	19	229.25	437.25
False	11	230.375	441.0
False	0	236.203125	0.0
False	0	237.3125	0.0
False	11	232.84375	578.75
False	10	235.046875	424.0
False	9	240.890625	132.0
False	12	244.0625	132.75
False	10	244.609375	134.0
False	0	243.953125	0.0
False	0	245.046875	0.0
False	0	246.15625	0.0
False	0	247.265625	0.0
False	0	248.359375	0.0
False	0	249.46875	0.0
False	0	250.578125	0.0
False	0	251.671875	0.0
False	0	252.78125	0.0
