True	10	93.796875	4845.25	1
False	13	94.84375	4913.0	1
False	13	95.9375	4948.5	1
False	13	97.015625	4977.5	1
False	13	98.078125	5083.5	1
False	13	99.171875	5125.75	1
False	13	100.234375	5158.75	1
False	14	101.3125	5216.75	1
False	14	102.375	5292.25	1
False	14	103.453125	5360.25	1
False	10	104.515625	5435.5	1
False	11	105.59375	5533.5	1
False	11	106.65625	5605.0	1
False	11	107.734375	5699.75	1
False	10	108.796875	6278.0	1
False	10	109.859375	6179.5	1
False	11	110.953125	6098.0	1
False	11	112.03125	5955.25	1
False	12	113.109375	5908.0	1
False	12	114.1875	5806.0	1
False	12	115.265625	5739.0	1
False	11	116.34375	5685.75	1
False	11	117.421875	5576.5	1
False	12	118.5	5517.5	1
False	11	119.578125	5413.0	1
False	13	120.65625	5352.0	1
False	14	121.734375	5243.0	1
False	14	122.8125	5226.0	1
False	13	123.890625	5155.0	1
False	13	124.984375	5125.75	1
False	14	126.046875	5089.75	1
False	13	127.125	5020.0	1
False	14	128.21875	4989.75	1
False	13	129.296875	4946.25	1
False	13	130.359375	4927.0	1
False	13	131.421875	4854.5	1
False	13	132.5	4836.0	1
False	15	133.578125	4797.5	1
False	14	134.65625	4798.5	1
False	14	135.71875	4749.5	1
False	15	136.8125	4731.75	1
False	15	137.890625	4705.5	1
False	15	138.953125	4697.0	1
False	15	140.015625	4684.0	1
False	16	141.109375	4636.0	1
False	16	142.171875	4623.5	1
False	16	143.25	4618.25	1
False	15	144.34375	4605.5	1
False	17	145.390625	4592.25	1
False	17	146.484375	4578.75	1
False	17	147.5625	4581.75	1
False	19	148.640625	4581.75	1
False	15	149.703125	4587.0	1
False	12	150.796875	4509.75	1
False	12	151.875	4455.5	1
False	14	152.9375	4411.0	1
False	13	154.03125	4350.5	1
False	12	155.171875	4310.0	1
False	12	156.265625	4246.0	1
False	11	157.34375	4210.75	1
False	16	158.421875	4171.5	1
False	12	159.515625	4114.0	1
False	12	160.5625	4062.25	1
False	13	161.671875	4013.75	1
False	14	162.75	3985.5	1
False	14	163.828125	3936.75	1
False	15	164.90625	3914.75	1
False	15	165.984375	3898.0	1
False	16	167.0625	3874.25	1
False	15	168.140625	3842.25	1
False	13	169.234375	3836.5	1
False	15	170.3125	3805.75	1
False	14	171.40625	3792.0	1
False	15	172.453125	3788.75	1
False	14	173.546875	3777.0	1
False	15	174.625	3754.0	1
False	13	175.71875	3751.25	1
False	14	176.78125	3737.25	1
False	14	177.875	3723.25	1
False	14	178.921875	3717.5	1
False	14	179.421875	3716.75	1
False	13	180.484375	3695.75	1
False	13	181.53125	3664.75	1
False	13	182.578125	3688.0	1
False	14	183.625	3681.5	1
False	13	184.6875	3671.75	1
False	13	185.734375	3663.5	1
False	13	186.765625	3654.0	1
False	12	187.84375	3653.25	1
False	12	188.890625	3662.75	1
